,year,month,region,count
843,1998,12,BROOKLYN,0
844,1998,12,STATEN ISLAND,0
845,1998,4,BRONX,0
846,1998,4,QUEENS,0
847,1998,4,MANHATTAN,0
848,1998,4,BROOKLYN,0
849,1998,4,STATEN ISLAND,0
850,1998,6,BRONX,0
851,1998,6,QUEENS,0
852,1998,6,MANHATTAN,0
853,1998,6,BROOKLYN,0
854,1998,6,STATEN ISLAND,0
855,1998,11,BRONX,0
856,1998,11,QUEENS,0
857,1998,11,MANHATTAN,0
858,1998,11,BROOKLYN,0
859,1998,11,STATEN ISLAND,0
860,1998,10,BRONX,0
861,1998,10,QUEENS,0
862,1998,10,MANHATTAN,0
863,1998,10,BROOKLYN,1
864,1998,10,STATEN ISLAND,0
865,1998,9,BRONX,1
866,1998,9,QUEENS,1
867,1998,9,MANHATTAN,0
868,1998,9,BROOKLYN,0
869,1998,9,STATEN ISLAND,0
870,1998,8,BRONX,0
871,1998,8,QUEENS,0
872,1998,8,MANHATTAN,0
873,1998,8,BROOKLYN,1
874,1998,8,STATEN ISLAND,0
875,1998,7,BRONX,0
876,1998,7,QUEENS,0
877,1998,7,MANHATTAN,0
878,1998,7,BROOKLYN,0
879,1998,7,STATEN ISLAND,0
880,1998,5,BRONX,0
881,1998,5,QUEENS,0
882,1998,5,MANHATTAN,0
883,1998,5,BROOKLYN,0
884,1998,5,STATEN ISLAND,0
885,1998,3,BRONX,0
886,1998,3,QUEENS,0
887,1998,3,MANHATTAN,0
888,1998,3,BROOKLYN,0
889,1998,3,STATEN ISLAND,0
890,1998,1,BRONX,1
891,1998,1,QUEENS,0
892,1998,1,MANHATTAN,2
893,1998,1,BROOKLYN,0
894,1998,1,STATEN ISLAND,0
895,1998,2,BRONX,1
896,1998,2,QUEENS,0
897,1998,2,MANHATTAN,0
898,1998,2,BROOKLYN,0
899,1998,2,STATEN ISLAND,0
900,1996,12,BRONX,0
901,1996,12,QUEENS,0
902,1996,12,MANHATTAN,0
903,1996,12,BROOKLYN,0
904,1996,12,STATEN ISLAND,0
905,1996,4,BRONX,0
906,1996,4,QUEENS,1
907,1996,4,MANHATTAN,0
908,1996,4,BROOKLYN,0
909,1996,4,STATEN ISLAND,0
910,1996,6,BRONX,1
911,1996,6,QUEENS,0
912,1996,6,MANHATTAN,0
913,1996,6,BROOKLYN,0
914,1996,6,STATEN ISLAND,0
915,1996,11,BRONX,0
916,1996,11,QUEENS,0
917,1996,11,MANHATTAN,0
918,1996,11,BROOKLYN,0
919,1996,11,STATEN ISLAND,0
920,1996,10,BRONX,0
921,1996,10,QUEENS,0
922,1996,10,MANHATTAN,0
923,1996,10,BROOKLYN,0
924,1996,10,STATEN ISLAND,0
925,1996,9,BRONX,0
926,1996,9,QUEENS,0
927,1996,9,MANHATTAN,0
928,1996,9,BROOKLYN,0
929,1996,9,STATEN ISLAND,0
930,1996,8,BRONX,0
931,1996,8,QUEENS,0
932,1996,8,MANHATTAN,0
933,1996,8,BROOKLYN,0
934,1996,8,STATEN ISLAND,0
935,1996,7,BRONX,0
936,1996,7,QUEENS,0
937,1996,7,MANHATTAN,2
938,1996,7,BROOKLYN,0
939,1996,7,STATEN ISLAND,0
940,1996,5,BRONX,0
941,1996,5,QUEENS,0
942,1996,5,MANHATTAN,0
943,1996,5,BROOKLYN,1
944,1996,5,STATEN ISLAND,0
945,1996,3,BRONX,0
946,1996,3,QUEENS,0
947,1996,3,MANHATTAN,0
948,1996,3,BROOKLYN,0
949,1996,3,STATEN ISLAND,0
950,1996,1,BRONX,0
951,1996,1,QUEENS,1
952,1996,1,MANHATTAN,0
953,1996,1,BROOKLYN,2
954,1996,1,STATEN ISLAND,0
955,1996,2,BRONX,0
956,1996,2,QUEENS,0
957,1996,2,MANHATTAN,0
958,1996,2,BROOKLYN,0
959,1996,2,STATEN ISLAND,0
960,2003,12,BRONX,0
961,2003,12,QUEENS,1
962,2003,12,MANHATTAN,0
963,2003,12,BROOKLYN,0
964,2003,12,STATEN ISLAND,0
965,2003,4,BRONX,1
966,2003,4,QUEENS,0
967,2003,4,MANHATTAN,1
968,2003,4,BROOKLYN,0
969,2003,4,STATEN ISLAND,0
970,2003,6,BRONX,0
971,2003,6,QUEENS,2
972,2003,6,MANHATTAN,0
973,2003,6,BROOKLYN,1
974,2003,6,STATEN ISLAND,0
975,2003,11,BRONX,0
976,2003,11,QUEENS,0
977,2003,11,MANHATTAN,0
978,2003,11,BROOKLYN,1
979,2003,11,STATEN ISLAND,1
980,2003,10,BRONX,0
981,2003,10,QUEENS,0
982,2003,10,MANHATTAN,0
983,2003,10,BROOKLYN,1
984,2003,10,STATEN ISLAND,0
985,2003,9,BRONX,1
986,2003,9,QUEENS,0
987,2003,9,MANHATTAN,1
988,2003,9,BROOKLYN,1
989,2003,9,STATEN ISLAND,0
990,2003,8,BRONX,1
991,2003,8,QUEENS,0
992,2003,8,MANHATTAN,0
993,2003,8,BROOKLYN,2
994,2003,8,STATEN ISLAND,0
995,2003,7,BRONX,0
996,2003,7,QUEENS,1
997,2003,7,MANHATTAN,0
998,2003,7,BROOKLYN,0
999,2003,7,STATEN ISLAND,0
1000,2003,5,BRONX,1
1001,2003,5,QUEENS,0
1002,2003,5,MANHATTAN,0
1003,2003,5,BROOKLYN,0
1004,2003,5,STATEN ISLAND,0
1005,2003,3,BRONX,0
1006,2003,3,QUEENS,0
1007,2003,3,MANHATTAN,0
1008,2003,3,BROOKLYN,1
1009,2003,3,STATEN ISLAND,0
1010,2003,1,BRONX,1
1011,2003,1,QUEENS,1
1012,2003,1,MANHATTAN,1
1013,2003,1,BROOKLYN,1
1014,2003,1,STATEN ISLAND,0
1015,2003,2,BRONX,1
1016,2003,2,QUEENS,0
1017,2003,2,MANHATTAN,1
1018,2003,2,BROOKLYN,1
1019,2003,2,STATEN ISLAND,0
1020,2005,12,BRONX,1
1021,2005,12,QUEENS,0
1022,2005,12,MANHATTAN,0
1023,2005,12,BROOKLYN,1
1024,2005,12,STATEN ISLAND,0
1025,2005,4,BRONX,0
1026,2005,4,QUEENS,1
1027,2005,4,MANHATTAN,0
1028,2005,4,BROOKLYN,0
1029,2005,4,STATEN ISLAND,0
1030,2005,6,BRONX,2
1031,2005,6,QUEENS,0
1032,2005,6,MANHATTAN,0
1033,2005,6,BROOKLYN,0
1034,2005,6,STATEN ISLAND,0
1035,2005,11,BRONX,0
1036,2005,11,QUEENS,1
1037,2005,11,MANHATTAN,0
1038,2005,11,BROOKLYN,0
1039,2005,11,STATEN ISLAND,0
1040,2005,10,BRONX,0
1041,2005,10,QUEENS,4
1042,2005,10,MANHATTAN,1
1043,2005,10,BROOKLYN,1
1044,2005,10,STATEN ISLAND,0
1045,2005,9,BRONX,3
1046,2005,9,QUEENS,0
1047,2005,9,MANHATTAN,0
1048,2005,9,BROOKLYN,0
1049,2005,9,STATEN ISLAND,0
1050,2005,8,BRONX,0
1051,2005,8,QUEENS,0
1052,2005,8,MANHATTAN,0
1053,2005,8,BROOKLYN,0
1054,2005,8,STATEN ISLAND,0
1055,2005,7,BRONX,0
1056,2005,7,QUEENS,1
1057,2005,7,MANHATTAN,1
1058,2005,7,BROOKLYN,0
1059,2005,7,STATEN ISLAND,0
1060,2005,5,BRONX,0
1061,2005,5,QUEENS,1
1062,2005,5,MANHATTAN,1
1063,2005,5,BROOKLYN,3
1064,2005,5,STATEN ISLAND,0
1065,2005,3,BRONX,0
1066,2005,3,QUEENS,1
1067,2005,3,MANHATTAN,3
1068,2005,3,BROOKLYN,1
1069,2005,3,STATEN ISLAND,1
1070,2005,1,BRONX,2
1071,2005,1,QUEENS,4
1072,2005,1,MANHATTAN,0
1073,2005,1,BROOKLYN,9
1074,2005,1,STATEN ISLAND,0
1075,2005,2,BRONX,0
1076,2005,2,QUEENS,0
1077,2005,2,MANHATTAN,0
1078,2005,2,BROOKLYN,0
1079,2005,2,STATEN ISLAND,0
1080,1993,12,BRONX,1
1081,1993,12,QUEENS,0
1082,1993,12,MANHATTAN,0
1083,1993,12,BROOKLYN,0
1084,1993,12,STATEN ISLAND,0
1085,1993,4,BRONX,0
1086,1993,4,QUEENS,0
1087,1993,4,MANHATTAN,0
1088,1993,4,BROOKLYN,0
1089,1993,4,STATEN ISLAND,0
1090,1993,6,BRONX,0
1091,1993,6,QUEENS,0
1092,1993,6,MANHATTAN,0
1093,1993,6,BROOKLYN,0
1094,1993,6,STATEN ISLAND,0
1095,1993,11,BRONX,0
1096,1993,11,QUEENS,0
1097,1993,11,MANHATTAN,0
1098,1993,11,BROOKLYN,0
1099,1993,11,STATEN ISLAND,0
1100,1993,10,BRONX,0
1101,1993,10,QUEENS,0
1102,1993,10,MANHATTAN,0
1103,1993,10,BROOKLYN,0
1104,1993,10,STATEN ISLAND,0
1105,1993,9,BRONX,0
1106,1993,9,QUEENS,0
1107,1993,9,MANHATTAN,0
1108,1993,9,BROOKLYN,0
1109,1993,9,STATEN ISLAND,0
1110,1993,8,BRONX,0
1111,1993,8,QUEENS,0
1112,1993,8,MANHATTAN,0
1113,1993,8,BROOKLYN,0
1114,1993,8,STATEN ISLAND,0
1115,1993,7,BRONX,0
1116,1993,7,QUEENS,0
1117,1993,7,MANHATTAN,0
1118,1993,7,BROOKLYN,0
1119,1993,7,STATEN ISLAND,0
1120,1993,5,BRONX,0
1121,1993,5,QUEENS,0
1122,1993,5,MANHATTAN,0
1123,1993,5,BROOKLYN,0
1124,1993,5,STATEN ISLAND,0
1125,1993,3,BRONX,0
1126,1993,3,QUEENS,0
1127,1993,3,MANHATTAN,0
1128,1993,3,BROOKLYN,0
1129,1993,3,STATEN ISLAND,0
1130,1993,1,BRONX,0
1131,1993,1,QUEENS,1
1132,1993,1,MANHATTAN,1
1133,1993,1,BROOKLYN,0
1134,1993,1,STATEN ISLAND,0
1135,1993,2,BRONX,0
1136,1993,2,QUEENS,1
1137,1993,2,MANHATTAN,0
1138,1993,2,BROOKLYN,0
1139,1993,2,STATEN ISLAND,0
1140,2002,12,BRONX,0
1141,2002,12,QUEENS,0
1142,2002,12,MANHATTAN,0
1143,2002,12,BROOKLYN,0
1144,2002,12,STATEN ISLAND,0
1145,2002,4,BRONX,0
1146,2002,4,QUEENS,0
1147,2002,4,MANHATTAN,0
1148,2002,4,BROOKLYN,0
1149,2002,4,STATEN ISLAND,0
1150,2002,6,BRONX,0
1151,2002,6,QUEENS,0
1152,2002,6,MANHATTAN,0
1153,2002,6,BROOKLYN,0
1154,2002,6,STATEN ISLAND,0
1155,2002,11,BRONX,2
1156,2002,11,QUEENS,0
1157,2002,11,MANHATTAN,0
1158,2002,11,BROOKLYN,0
1159,2002,11,STATEN ISLAND,0
1160,2002,10,BRONX,0
1161,2002,10,QUEENS,0
1162,2002,10,MANHATTAN,0
1163,2002,10,BROOKLYN,1
1164,2002,10,STATEN ISLAND,0
1165,2002,9,BRONX,0
1166,2002,9,QUEENS,1
1167,2002,9,MANHATTAN,0
1168,2002,9,BROOKLYN,1
1169,2002,9,STATEN ISLAND,0
1170,2002,8,BRONX,0
1171,2002,8,QUEENS,1
1172,2002,8,MANHATTAN,0
1173,2002,8,BROOKLYN,1
1174,2002,8,STATEN ISLAND,0
1175,2002,7,BRONX,0
1176,2002,7,QUEENS,0
1177,2002,7,MANHATTAN,0
1178,2002,7,BROOKLYN,0
1179,2002,7,STATEN ISLAND,0
1180,2002,5,BRONX,0
1181,2002,5,QUEENS,0
1182,2002,5,MANHATTAN,0
1183,2002,5,BROOKLYN,0
1184,2002,5,STATEN ISLAND,0
1185,2002,3,BRONX,0
1186,2002,3,QUEENS,0
1187,2002,3,MANHATTAN,0
1188,2002,3,BROOKLYN,0
1189,2002,3,STATEN ISLAND,0
1190,2002,1,BRONX,0
1191,2002,1,QUEENS,2
1192,2002,1,MANHATTAN,0
1193,2002,1,BROOKLYN,1
1194,2002,1,STATEN ISLAND,2
1195,2002,2,BRONX,0
1196,2002,2,QUEENS,0
1197,2002,2,MANHATTAN,1
1198,2002,2,BROOKLYN,0
1199,2002,2,STATEN ISLAND,0
1200,1999,12,BRONX,0
1201,1999,12,QUEENS,1
1202,1999,12,MANHATTAN,0
1203,1999,12,BROOKLYN,0
1204,1999,12,STATEN ISLAND,0
1205,1999,4,BRONX,0
1206,1999,4,QUEENS,1
1207,1999,4,MANHATTAN,0
1208,1999,4,BROOKLYN,1
1209,1999,4,STATEN ISLAND,0
1210,1999,6,BRONX,0
1211,1999,6,QUEENS,0
1212,1999,6,MANHATTAN,0
1213,1999,6,BROOKLYN,0
1214,1999,6,STATEN ISLAND,0
1215,1999,11,BRONX,0
1216,1999,11,QUEENS,0
1217,1999,11,MANHATTAN,0
1218,1999,11,BROOKLYN,0
1219,1999,11,STATEN ISLAND,0
1220,1999,10,BRONX,0
1221,1999,10,QUEENS,0
1222,1999,10,MANHATTAN,0
1223,1999,10,BROOKLYN,0
1224,1999,10,STATEN ISLAND,0
1225,1999,9,BRONX,0
1226,1999,9,QUEENS,0
1227,1999,9,MANHATTAN,0
1228,1999,9,BROOKLYN,0
1229,1999,9,STATEN ISLAND,0
1230,1999,8,BRONX,0
1231,1999,8,QUEENS,0
1232,1999,8,MANHATTAN,0
1233,1999,8,BROOKLYN,0
1234,1999,8,STATEN ISLAND,0
1235,1999,7,BRONX,0
1236,1999,7,QUEENS,1
1237,1999,7,MANHATTAN,0
1238,1999,7,BROOKLYN,0
1239,1999,7,STATEN ISLAND,0
1240,1999,5,BRONX,0
1241,1999,5,QUEENS,0
1242,1999,5,MANHATTAN,0
1243,1999,5,BROOKLYN,1
1244,1999,5,STATEN ISLAND,0
1245,1999,3,BRONX,0
1246,1999,3,QUEENS,0
1247,1999,3,MANHATTAN,0
1248,1999,3,BROOKLYN,1
1249,1999,3,STATEN ISLAND,0
1250,1999,1,BRONX,0
1251,1999,1,QUEENS,0
1252,1999,1,MANHATTAN,0
1253,1999,1,BROOKLYN,1
1254,1999,1,STATEN ISLAND,0
1255,1999,2,BRONX,0
1256,1999,2,QUEENS,0
1257,1999,2,MANHATTAN,0
1258,1999,2,BROOKLYN,0
1259,1999,2,STATEN ISLAND,0
1260,2006,12,BRONX,2
1261,2006,12,QUEENS,2
1262,2006,12,MANHATTAN,0
1263,2006,12,BROOKLYN,0
1264,2006,12,STATEN ISLAND,0
1265,2006,4,BRONX,0
1266,2006,4,QUEENS,1
1267,2006,4,MANHATTAN,2
1268,2006,4,BROOKLYN,0
1269,2006,4,STATEN ISLAND,0
1270,2006,6,BRONX,1
1271,2006,6,QUEENS,0
1272,2006,6,MANHATTAN,1
1273,2006,6,BROOKLYN,1
1274,2006,6,STATEN ISLAND,0
1275,2006,11,BRONX,1
1276,2006,11,QUEENS,1
1277,2006,11,MANHATTAN,0
1278,2006,11,BROOKLYN,2
1279,2006,11,STATEN ISLAND,0
1280,2006,10,BRONX,0
1281,2006,10,QUEENS,0
1282,2006,10,MANHATTAN,1
1283,2006,10,BROOKLYN,2
1284,2006,10,STATEN ISLAND,0
1285,2006,9,BRONX,0
1286,2006,9,QUEENS,2
1287,2006,9,MANHATTAN,1
1288,2006,9,BROOKLYN,2
1289,2006,9,STATEN ISLAND,0
1290,2006,8,BRONX,0
1291,2006,8,QUEENS,1
1292,2006,8,MANHATTAN,0
1293,2006,8,BROOKLYN,1
1294,2006,8,STATEN ISLAND,0
1295,2006,7,BRONX,0
1296,2006,7,QUEENS,0
1297,2006,7,MANHATTAN,0
1298,2006,7,BROOKLYN,0
1299,2006,7,STATEN ISLAND,0
1300,2006,5,BRONX,0
1301,2006,5,QUEENS,0
1302,2006,5,MANHATTAN,1
1303,2006,5,BROOKLYN,1
1304,2006,5,STATEN ISLAND,1
1305,2006,3,BRONX,0
1306,2006,3,QUEENS,1
1307,2006,3,MANHATTAN,0
1308,2006,3,BROOKLYN,0
1309,2006,3,STATEN ISLAND,0
1310,2006,1,BRONX,0
1311,2006,1,QUEENS,4
1312,2006,1,MANHATTAN,3
1313,2006,1,BROOKLYN,6
1314,2006,1,STATEN ISLAND,2
1315,2006,2,BRONX,0
1316,2006,2,QUEENS,1
1317,2006,2,MANHATTAN,1
1318,2006,2,BROOKLYN,1
1319,2006,2,STATEN ISLAND,0
1320,1990,12,BRONX,0
1321,1990,12,QUEENS,0
1322,1990,12,MANHATTAN,0
1323,1990,12,BROOKLYN,0
1324,1990,12,STATEN ISLAND,0
1325,1990,4,BRONX,0
1326,1990,4,QUEENS,0
1327,1990,4,MANHATTAN,0
1328,1990,4,BROOKLYN,0
1329,1990,4,STATEN ISLAND,0
1330,1990,6,BRONX,1
1331,1990,6,QUEENS,0
1332,1990,6,MANHATTAN,0
1333,1990,6,BROOKLYN,0
1334,1990,6,STATEN ISLAND,0
1335,1990,11,BRONX,0
1336,1990,11,QUEENS,0
1337,1990,11,MANHATTAN,0
1338,1990,11,BROOKLYN,0
1339,1990,11,STATEN ISLAND,0
1340,1990,10,BRONX,0
1341,1990,10,QUEENS,1
1342,1990,10,MANHATTAN,0
1343,1990,10,BROOKLYN,0
1344,1990,10,STATEN ISLAND,0
1345,1990,9,BRONX,0
1346,1990,9,QUEENS,0
1347,1990,9,MANHATTAN,0
1348,1990,9,BROOKLYN,0
1349,1990,9,STATEN ISLAND,0
1350,1990,8,BRONX,0
1351,1990,8,QUEENS,0
1352,1990,8,MANHATTAN,0
1353,1990,8,BROOKLYN,0
1354,1990,8,STATEN ISLAND,0
1355,1990,7,BRONX,0
1356,1990,7,QUEENS,0
1357,1990,7,MANHATTAN,0
1358,1990,7,BROOKLYN,0
1359,1990,7,STATEN ISLAND,0
1360,1990,5,BRONX,0
1361,1990,5,QUEENS,0
1362,1990,5,MANHATTAN,0
1363,1990,5,BROOKLYN,0
1364,1990,5,STATEN ISLAND,0
1365,1990,3,BRONX,0
1366,1990,3,QUEENS,0
1367,1990,3,MANHATTAN,0
1368,1990,3,BROOKLYN,0
1369,1990,3,STATEN ISLAND,0
1370,1990,1,BRONX,0
1371,1990,1,QUEENS,0
1372,1990,1,MANHATTAN,0
1373,1990,1,BROOKLYN,0
1374,1990,1,STATEN ISLAND,0
1375,1990,2,BRONX,0
1376,1990,2,QUEENS,0
1377,1990,2,MANHATTAN,0
1378,1990,2,BROOKLYN,0
1379,1990,2,STATEN ISLAND,0
1380,1992,12,BRONX,0
1381,1992,12,QUEENS,0
1382,1992,12,MANHATTAN,0
1383,1992,12,BROOKLYN,0
1384,1992,12,STATEN ISLAND,0
1385,1992,4,BRONX,0
1386,1992,4,QUEENS,0
1387,1992,4,MANHATTAN,1
1388,1992,4,BROOKLYN,0
1389,1992,4,STATEN ISLAND,0
1390,1992,6,BRONX,0
1391,1992,6,QUEENS,0
1392,1992,6,MANHATTAN,0
1393,1992,6,BROOKLYN,0
1394,1992,6,STATEN ISLAND,0
1395,1992,11,BRONX,0
1396,1992,11,QUEENS,0
1397,1992,11,MANHATTAN,0
1398,1992,11,BROOKLYN,1
1399,1992,11,STATEN ISLAND,0
1400,1992,10,BRONX,0
1401,1992,10,QUEENS,0
1402,1992,10,MANHATTAN,1
1403,1992,10,BROOKLYN,0
1404,1992,10,STATEN ISLAND,0
1405,1992,9,BRONX,0
1406,1992,9,QUEENS,0
1407,1992,9,MANHATTAN,0
1408,1992,9,BROOKLYN,0
1409,1992,9,STATEN ISLAND,0
1410,1992,8,BRONX,0
1411,1992,8,QUEENS,0
1412,1992,8,MANHATTAN,0
1413,1992,8,BROOKLYN,0
1414,1992,8,STATEN ISLAND,0
1415,1992,7,BRONX,0
1416,1992,7,QUEENS,0
1417,1992,7,MANHATTAN,0
1418,1992,7,BROOKLYN,0
1419,1992,7,STATEN ISLAND,0
1420,1992,5,BRONX,0
1421,1992,5,QUEENS,0
1422,1992,5,MANHATTAN,0
1423,1992,5,BROOKLYN,0
1424,1992,5,STATEN ISLAND,0
1425,1992,3,BRONX,0
1426,1992,3,QUEENS,0
1427,1992,3,MANHATTAN,0
1428,1992,3,BROOKLYN,0
1429,1992,3,STATEN ISLAND,0
1430,1992,1,BRONX,0
1431,1992,1,QUEENS,0
1432,1992,1,MANHATTAN,0
1433,1992,1,BROOKLYN,1
1434,1992,1,STATEN ISLAND,0
1435,1992,2,BRONX,0
1436,1992,2,QUEENS,0
1437,1992,2,MANHATTAN,0
1438,1992,2,BROOKLYN,0
1439,1992,2,STATEN ISLAND,0
1440,2001,12,BRONX,0
1441,2001,12,QUEENS,0
1442,2001,12,MANHATTAN,0
1443,2001,12,BROOKLYN,0
1444,2001,12,STATEN ISLAND,0
1445,2001,4,BRONX,0
1446,2001,4,QUEENS,0
1447,2001,4,MANHATTAN,0
1448,2001,4,BROOKLYN,0
1449,2001,4,STATEN ISLAND,0
1450,2001,6,BRONX,0
1451,2001,6,QUEENS,0
1452,2001,6,MANHATTAN,0
1453,2001,6,BROOKLYN,0
1454,2001,6,STATEN ISLAND,0
1455,2001,11,BRONX,0
1456,2001,11,QUEENS,0
1457,2001,11,MANHATTAN,0
1458,2001,11,BROOKLYN,0
1459,2001,11,STATEN ISLAND,0
1460,2001,10,BRONX,0
1461,2001,10,QUEENS,0
1462,2001,10,MANHATTAN,1
1463,2001,10,BROOKLYN,0
1464,2001,10,STATEN ISLAND,0
1465,2001,9,BRONX,0
1466,2001,9,QUEENS,0
1467,2001,9,MANHATTAN,0
1468,2001,9,BROOKLYN,0
1469,2001,9,STATEN ISLAND,0
1470,2001,8,BRONX,0
1471,2001,8,QUEENS,0
1472,2001,8,MANHATTAN,0
1473,2001,8,BROOKLYN,0
1474,2001,8,STATEN ISLAND,0
1475,2001,7,BRONX,0
1476,2001,7,QUEENS,0
1477,2001,7,MANHATTAN,0
1478,2001,7,BROOKLYN,0
1479,2001,7,STATEN ISLAND,0
1480,2001,5,BRONX,0
1481,2001,5,QUEENS,0
1482,2001,5,MANHATTAN,0
1483,2001,5,BROOKLYN,1
1484,2001,5,STATEN ISLAND,0
1485,2001,3,BRONX,0
1486,2001,3,QUEENS,0
1487,2001,3,MANHATTAN,0
1488,2001,3,BROOKLYN,0
1489,2001,3,STATEN ISLAND,1
1490,2001,1,BRONX,0
1491,2001,1,QUEENS,1
1492,2001,1,MANHATTAN,0
1493,2001,1,BROOKLYN,0
1494,2001,1,STATEN ISLAND,0
1495,2001,2,BRONX,0
1496,2001,2,QUEENS,0
1497,2001,2,MANHATTAN,0
1498,2001,2,BROOKLYN,0
1499,2001,2,STATEN ISLAND,0
1500,2000,12,BRONX,0
1501,2000,12,QUEENS,0
1502,2000,12,MANHATTAN,0
1503,2000,12,BROOKLYN,0
1504,2000,12,STATEN ISLAND,0
1505,2000,4,BRONX,0
1506,2000,4,QUEENS,0
1507,2000,4,MANHATTAN,0
1508,2000,4,BROOKLYN,0
1509,2000,4,STATEN ISLAND,0
1510,2000,6,BRONX,0
1511,2000,6,QUEENS,0
1512,2000,6,MANHATTAN,0
1513,2000,6,BROOKLYN,0
1514,2000,6,STATEN ISLAND,0
1515,2000,11,BRONX,0
1516,2000,11,QUEENS,0
1517,2000,11,MANHATTAN,0
1518,2000,11,BROOKLYN,0
1519,2000,11,STATEN ISLAND,0
1520,2000,10,BRONX,0
1521,2000,10,QUEENS,1
1522,2000,10,MANHATTAN,0
1523,2000,10,BROOKLYN,1
1524,2000,10,STATEN ISLAND,0
1525,2000,9,BRONX,0
1526,2000,9,QUEENS,1
1527,2000,9,MANHATTAN,0
1528,2000,9,BROOKLYN,0
1529,2000,9,STATEN ISLAND,0
1530,2000,8,BRONX,0
1531,2000,8,QUEENS,0
1532,2000,8,MANHATTAN,1
1533,2000,8,BROOKLYN,1
1534,2000,8,STATEN ISLAND,0
1535,2000,7,BRONX,1
1536,2000,7,QUEENS,0
1537,2000,7,MANHATTAN,0
1538,2000,7,BROOKLYN,1
1539,2000,7,STATEN ISLAND,0
1540,2000,5,BRONX,1
1541,2000,5,QUEENS,0
1542,2000,5,MANHATTAN,0
1543,2000,5,BROOKLYN,0
1544,2000,5,STATEN ISLAND,0
1545,2000,3,BRONX,0
1546,2000,3,QUEENS,0
1547,2000,3,MANHATTAN,0
1548,2000,3,BROOKLYN,0
1549,2000,3,STATEN ISLAND,0
1550,2000,1,BRONX,1
1551,2000,1,QUEENS,2
1552,2000,1,MANHATTAN,0
1553,2000,1,BROOKLYN,1
1554,2000,1,STATEN ISLAND,1
1555,2000,2,BRONX,0
1556,2000,2,QUEENS,0
1557,2000,2,MANHATTAN,0
1558,2000,2,BROOKLYN,0
1559,2000,2,STATEN ISLAND,0
1560,1994,12,BRONX,0
1561,1994,12,QUEENS,0
1562,1994,12,MANHATTAN,0
1563,1994,12,BROOKLYN,0
1564,1994,12,STATEN ISLAND,0
1565,1994,4,BRONX,0
1566,1994,4,QUEENS,0
1567,1994,4,MANHATTAN,0
1568,1994,4,BROOKLYN,0
1569,1994,4,STATEN ISLAND,0
1570,1994,6,BRONX,1
1571,1994,6,QUEENS,0
1572,1994,6,MANHATTAN,0
1573,1994,6,BROOKLYN,0
1574,1994,6,STATEN ISLAND,0
1575,1994,11,BRONX,0
1576,1994,11,QUEENS,0
1577,1994,11,MANHATTAN,0
1578,1994,11,BROOKLYN,0
1579,1994,11,STATEN ISLAND,0
1580,1994,10,BRONX,0
1581,1994,10,QUEENS,0
1582,1994,10,MANHATTAN,0
1583,1994,10,BROOKLYN,0
1584,1994,10,STATEN ISLAND,0
1585,1994,9,BRONX,0
1586,1994,9,QUEENS,0
1587,1994,9,MANHATTAN,0
1588,1994,9,BROOKLYN,0
1589,1994,9,STATEN ISLAND,0
1590,1994,8,BRONX,0
1591,1994,8,QUEENS,0
1592,1994,8,MANHATTAN,1
1593,1994,8,BROOKLYN,0
1594,1994,8,STATEN ISLAND,0
1595,1994,7,BRONX,0
1596,1994,7,QUEENS,0
1597,1994,7,MANHATTAN,0
1598,1994,7,BROOKLYN,0
1599,1994,7,STATEN ISLAND,0
1600,1994,5,BRONX,0
1601,1994,5,QUEENS,0
1602,1994,5,MANHATTAN,0
1603,1994,5,BROOKLYN,0
1604,1994,5,STATEN ISLAND,0
1605,1994,3,BRONX,0
1606,1994,3,QUEENS,0
1607,1994,3,MANHATTAN,0
1608,1994,3,BROOKLYN,0
1609,1994,3,STATEN ISLAND,0
1610,1994,1,BRONX,0
1611,1994,1,QUEENS,0
1612,1994,1,MANHATTAN,0
1613,1994,1,BROOKLYN,1
1614,1994,1,STATEN ISLAND,0
1615,1994,2,BRONX,0
1616,1994,2,QUEENS,0
1617,1994,2,MANHATTAN,0
1618,1994,2,BROOKLYN,0
1619,1994,2,STATEN ISLAND,0
1620,1997,12,BRONX,0
1621,1997,12,QUEENS,0
1622,1997,12,MANHATTAN,0
1623,1997,12,BROOKLYN,0
1624,1997,12,STATEN ISLAND,0
1625,1997,4,BRONX,0
1626,1997,4,QUEENS,0
1627,1997,4,MANHATTAN,0
1628,1997,4,BROOKLYN,0
1629,1997,4,STATEN ISLAND,0
1630,1997,6,BRONX,0
1631,1997,6,QUEENS,0
1632,1997,6,MANHATTAN,0
1633,1997,6,BROOKLYN,0
1634,1997,6,STATEN ISLAND,0
1635,1997,11,BRONX,0
1636,1997,11,QUEENS,0
1637,1997,11,MANHATTAN,0
1638,1997,11,BROOKLYN,0
1639,1997,11,STATEN ISLAND,0
1640,1997,10,BRONX,0
1641,1997,10,QUEENS,0
1642,1997,10,MANHATTAN,0
1643,1997,10,BROOKLYN,0
1644,1997,10,STATEN ISLAND,0
1645,1997,9,BRONX,0
1646,1997,9,QUEENS,0
1647,1997,9,MANHATTAN,0
1648,1997,9,BROOKLYN,0
1649,1997,9,STATEN ISLAND,0
1650,1997,8,BRONX,0
1651,1997,8,QUEENS,0
1652,1997,8,MANHATTAN,0
1653,1997,8,BROOKLYN,0
1654,1997,8,STATEN ISLAND,0
1655,1997,7,BRONX,0
