Unnamed: 0,Month,Unemp_rate,year,rate,model,borough
61,2,3.32,2022,8895.0,knn,MANHATTAN
62,3,3.27,2022,9038.0,knn,MANHATTAN
63,4,3.22,2022,9260.0,knn,MANHATTAN
64,5,3.16,2022,9539.0,knn,MANHATTAN
65,6,3.11,2022,9872.0,knn,MANHATTAN
66,7,3.05,2022,9930.0,knn,MANHATTAN
67,8,3.0,2022,9845.0,knn,MANHATTAN
68,9,2.94,2022,9675.0,knn,MANHATTAN
69,10,2.89,2022,9377.0,knn,MANHATTAN
70,11,2.83,2022,9377.0,knn,MANHATTAN
71,12,2.78,2022,9377.0,knn,MANHATTAN
0,1,4.5,2017,8955.0,lr,MANHATTAN
1,2,4.4,2017,8088.0,lr,MANHATTAN
2,3,4.0,2017,9341.0,lr,MANHATTAN
3,4,3.8,2017,9019.0,lr,MANHATTAN
4,5,3.9,2017,10391.0,lr,MANHATTAN
5,6,4.1,2017,10058.0,lr,MANHATTAN
6,7,4.4,2017,10277.0,lr,MANHATTAN
7,8,4.5,2017,10235.0,lr,MANHATTAN
8,9,4.1,2017,9876.0,lr,MANHATTAN
9,10,3.9,2017,10018.0,lr,MANHATTAN
10,11,3.7,2017,8827.0,lr,MANHATTAN
11,12,3.6,2017,8011.0,lr,MANHATTAN
12,1,4.1,2018,8181.0,lr,MANHATTAN
13,2,4.1,2018,7527.0,lr,MANHATTAN
14,3,3.9,2018,8888.0,lr,MANHATTAN
15,4,3.5,2018,9417.0,lr,MANHATTAN
16,5,3.3,2018,9950.0,lr,MANHATTAN
17,6,3.8,2018,9583.0,lr,MANHATTAN
18,7,3.8,2018,10308.0,lr,MANHATTAN
19,8,3.8,2018,10251.0,lr,MANHATTAN
20,9,3.4,2018,9597.0,lr,MANHATTAN
21,10,3.5,2018,9619.0,lr,MANHATTAN
22,11,3.3,2018,8755.0,lr,MANHATTAN
23,12,3.6,2018,8504.0,lr,MANHATTAN
24,1,4.4,2019,8955.0,lr,MANHATTAN
25,2,4.1,2019,8181.0,lr,MANHATTAN
26,3,3.7,2019,9417.0,lr,MANHATTAN
27,4,3.3,2019,9950.0,lr,MANHATTAN
28,5,3.8,2019,9950.0,lr,MANHATTAN
29,6,3.8,2019,9950.0,lr,MANHATTAN
30,7,3.9,2019,10277.0,lr,MANHATTAN
31,8,3.8,2019,10251.0,lr,MANHATTAN
32,9,3.5,2019,9597.0,lr,MANHATTAN
33,10,3.44,2019,8755.0,lr,MANHATTAN
34,11,3.39,2019,8504.0,lr,MANHATTAN
35,12,3.33,2019,8011.0,lr,MANHATTAN
36,1,3.75,2020,8181.0,lr,MANHATTAN
37,2,3.69,2020,8181.0,lr,MANHATTAN
38,3,3.64,2020,9417.0,lr,MANHATTAN
39,4,3.58,2020,9417.0,lr,MANHATTAN
40,5,3.53,2020,9950.0,lr,MANHATTAN
41,6,3.48,2020,9950.0,lr,MANHATTAN
42,7,3.42,2020,9950.0,lr,MANHATTAN
43,8,3.37,2020,9597.0,lr,MANHATTAN
44,9,3.31,2020,9597.0,lr,MANHATTAN
45,10,3.26,2020,8755.0,lr,MANHATTAN
46,11,3.2,2020,8755.0,lr,MANHATTAN
47,12,3.15,2020,8011.0,lr,MANHATTAN
48,1,3.56,2021,8181.0,lr,MANHATTAN
49,2,3.51,2021,8181.0,lr,MANHATTAN
50,3,3.45,2021,9417.0,lr,MANHATTAN
51,4,3.4,2021,9950.0,lr,MANHATTAN
52,5,3.35,2021,9950.0,lr,MANHATTAN
53,6,3.29,2021,9950.0,lr,MANHATTAN
54,7,3.24,2021,9950.0,lr,MANHATTAN
55,8,3.18,2021,9597.0,lr,MANHATTAN
56,9,3.13,2021,9597.0,lr,MANHATTAN
57,10,3.07,2021,8755.0,lr,MANHATTAN
58,11,3.02,2021,8755.0,lr,MANHATTAN
59,12,2.97,2021,8011.0,lr,MANHATTAN
60,1,3.38,2022,8181.0,lr,MANHATTAN
61,2,3.32,2022,8181.0,lr,MANHATTAN
62,3,3.27,2022,9417.0,lr,MANHATTAN
63,4,3.22,2022,9950.0,lr,MANHATTAN
64,5,3.16,2022,9950.0,lr,MANHATTAN
65,6,3.11,2022,9950.0,lr,MANHATTAN
66,7,3.05,2022,9950.0,lr,MANHATTAN
67,8,3.0,2022,9597.0,lr,MANHATTAN
68,9,2.94,2022,9597.0,lr,MANHATTAN
69,10,2.89,2022,8755.0,lr,MANHATTAN
70,11,2.83,2022,8755.0,lr,MANHATTAN
71,12,2.78,2022,8011.0,lr,MANHATTAN
0,1,5.1,2017,1811.0,clfpoly2,STATEN ISLAND
1,2,5.1,2017,1518.0,clfpoly2,STATEN ISLAND
2,3,4.5,2017,1907.0,clfpoly2,STATEN ISLAND
3,4,4.3,2017,1934.0,clfpoly2,STATEN ISLAND
4,5,4.4,2017,2099.0,clfpoly2,STATEN ISLAND
5,6,4.7,2017,2113.0,clfpoly2,STATEN ISLAND
6,7,5.4,2017,1971.0,clfpoly2,STATEN ISLAND
7,8,5.4,2017,2066.0,clfpoly2,STATEN ISLAND
8,9,4.6,2017,2023.0,clfpoly2,STATEN ISLAND
9,10,4.4,2017,1925.0,clfpoly2,STATEN ISLAND
10,11,4.1,2017,1775.0,clfpoly2,STATEN ISLAND
11,12,4.0,2017,1569.0,clfpoly2,STATEN ISLAND
12,1,4.6,2018,1531.0,clfpoly2,STATEN ISLAND
13,2,4.6,2018,1364.0,clfpoly2,STATEN ISLAND
14,3,4.3,2018,1910.0,clfpoly2,STATEN ISLAND
15,4,3.9,2018,1773.0,clfpoly2,STATEN ISLAND
16,5,3.6,2018,2010.0,clfpoly2,STATEN ISLAND
17,6,4.2,2018,1935.0,clfpoly2,STATEN ISLAND
18,7,4.6,2018,2008.0,clfpoly2,STATEN ISLAND
19,8,4.5,2018,1998.0,clfpoly2,STATEN ISLAND
20,9,3.9,2018,1884.0,clfpoly2,STATEN ISLAND
21,10,3.9,2018,1950.0,clfpoly2,STATEN ISLAND
22,11,3.7,2018,1674.0,clfpoly2,STATEN ISLAND
23,12,3.9,2018,1677.0,clfpoly2,STATEN ISLAND
24,1,4.8,2019,1376.0,clfpoly2,STATEN ISLAND
25,2,4.5,2019,1540.0,clfpoly2,STATEN ISLAND
26,3,4.1,2019,1675.0,clfpoly2,STATEN ISLAND
27,4,3.6,2019,1778.0,clfpoly2,STATEN ISLAND
28,5,4.1,2019,1848.0,clfpoly2,STATEN ISLAND
29,6,4.1,2019,1888.0,clfpoly2,STATEN ISLAND
30,7,4.6,2019,1884.0,clfpoly2,STATEN ISLAND
31,8,4.4,2019,1867.0,clfpoly2,STATEN ISLAND
32,9,3.89,2019,1828.0,clfpoly2,STATEN ISLAND
33,10,3.83,2019,1747.0,clfpoly2,STATEN ISLAND
34,11,3.77,2019,1635.0,clfpoly2,STATEN ISLAND
35,12,3.72,2019,1493.0,clfpoly2,STATEN ISLAND
36,1,4.08,2020,1280.0,clfpoly2,STATEN ISLAND
37,2,4.02,2020,1444.0,clfpoly2,STATEN ISLAND
38,3,3.96,2020,1578.0,clfpoly2,STATEN ISLAND
39,4,3.9,2020,1681.0,clfpoly2,STATEN ISLAND
40,5,3.85,2020,1753.0,clfpoly2,STATEN ISLAND
41,6,3.79,2020,1795.0,clfpoly2,STATEN ISLAND
42,7,3.73,2020,1807.0,clfpoly2,STATEN ISLAND
43,8,3.67,2020,1788.0,clfpoly2,STATEN ISLAND
44,9,3.62,2020,1738.0,clfpoly2,STATEN ISLAND
45,10,3.56,2020,1658.0,clfpoly2,STATEN ISLAND
46,11,3.5,2020,1547.0,clfpoly2,STATEN ISLAND
47,12,3.44,2020,1406.0,clfpoly2,STATEN ISLAND
48,1,3.8,2021,1180.0,clfpoly2,STATEN ISLAND
49,2,3.75,2021,1345.0,clfpoly2,STATEN ISLAND
50,3,3.69,2021,1480.0,clfpoly2,STATEN ISLAND
51,4,3.63,2021,1584.0,clfpoly2,STATEN ISLAND
52,5,3.57,2021,1657.0,clfpoly2,STATEN ISLAND
53,6,3.51,2021,1700.0,clfpoly2,STATEN ISLAND
54,7,3.46,2021,1713.0,clfpoly2,STATEN ISLAND
55,8,3.4,2021,1695.0,clfpoly2,STATEN ISLAND
56,9,3.34,2021,1646.0,clfpoly2,STATEN ISLAND
57,10,3.28,2021,1567.0,clfpoly2,STATEN ISLAND
58,11,3.23,2021,1457.0,clfpoly2,STATEN ISLAND
59,12,3.17,2021,1317.0,clfpoly2,STATEN ISLAND
60,1,3.53,2022,1078.0,clfpoly2,STATEN ISLAND
61,2,3.47,2022,1245.0,clfpoly2,STATEN ISLAND
62,3,3.41,2022,1380.0,clfpoly2,STATEN ISLAND
63,4,3.36,2022,1485.0,clfpoly2,STATEN ISLAND
64,5,3.3,2022,1560.0,clfpoly2,STATEN ISLAND
65,6,3.24,2022,1604.0,clfpoly2,STATEN ISLAND
66,7,3.18,2022,1617.0,clfpoly2,STATEN ISLAND
67,8,3.12,2022,1600.0,clfpoly2,STATEN ISLAND
68,9,3.07,2022,1553.0,clfpoly2,STATEN ISLAND
69,10,3.01,2022,1474.0,clfpoly2,STATEN ISLAND
70,11,2.95,2022,1366.0,clfpoly2,STATEN ISLAND
71,12,2.89,2022,1226.0,clfpoly2,STATEN ISLAND
0,1,5.1,2017,1811.0,clfpoly3,STATEN ISLAND
1,2,5.1,2017,1518.0,clfpoly3,STATEN ISLAND
2,3,4.5,2017,1907.0,clfpoly3,STATEN ISLAND
3,4,4.3,2017,1934.0,clfpoly3,STATEN ISLAND
4,5,4.4,2017,2099.0,clfpoly3,STATEN ISLAND
5,6,4.7,2017,2113.0,clfpoly3,STATEN ISLAND
6,7,5.4,2017,1971.0,clfpoly3,STATEN ISLAND
7,8,5.4,2017,2066.0,clfpoly3,STATEN ISLAND
8,9,4.6,2017,2023.0,clfpoly3,STATEN ISLAND
9,10,4.4,2017,1925.0,clfpoly3,STATEN ISLAND
10,11,4.1,2017,1775.0,clfpoly3,STATEN ISLAND
11,12,4.0,2017,1569.0,clfpoly3,STATEN ISLAND
12,1,4.6,2018,1531.0,clfpoly3,STATEN ISLAND
13,2,4.6,2018,1364.0,clfpoly3,STATEN ISLAND
14,3,4.3,2018,1910.0,clfpoly3,STATEN ISLAND
15,4,3.9,2018,1773.0,clfpoly3,STATEN ISLAND
16,5,3.6,2018,2010.0,clfpoly3,STATEN ISLAND
17,6,4.2,2018,1935.0,clfpoly3,STATEN ISLAND
18,7,4.6,2018,2008.0,clfpoly3,STATEN ISLAND
19,8,4.5,2018,1998.0,clfpoly3,STATEN ISLAND
20,9,3.9,2018,1884.0,clfpoly3,STATEN ISLAND
21,10,3.9,2018,1950.0,clfpoly3,STATEN ISLAND
22,11,3.7,2018,1674.0,clfpoly3,STATEN ISLAND
23,12,3.9,2018,1677.0,clfpoly3,STATEN ISLAND
24,1,4.8,2019,993.0,clfpoly3,STATEN ISLAND
25,2,4.5,2019,1231.0,clfpoly3,STATEN ISLAND
26,3,4.1,2019,1490.0,clfpoly3,STATEN ISLAND
27,4,3.6,2019,1720.0,clfpoly3,STATEN ISLAND
28,5,4.1,2019,1685.0,clfpoly3,STATEN ISLAND
29,6,4.1,2019,1788.0,clfpoly3,STATEN ISLAND
30,7,4.6,2019,1867.0,clfpoly3,STATEN ISLAND
31,8,4.4,2019,1983.0,clfpoly3,STATEN ISLAND
32,9,3.89,2019,1968.0,clfpoly3,STATEN ISLAND
33,10,3.83,2019,1945.0,clfpoly3,STATEN ISLAND
34,11,3.77,2019,1864.0,clfpoly3,STATEN ISLAND
35,12,3.72,2019,1724.0,clfpoly3,STATEN ISLAND
36,1,4.08,2020,979.0,clfpoly3,STATEN ISLAND
37,2,4.02,2020,1106.0,clfpoly3,STATEN ISLAND
38,3,3.96,2020,1248.0,clfpoly3,STATEN ISLAND
39,4,3.9,2020,1397.0,clfpoly3,STATEN ISLAND
40,5,3.85,2020,1541.0,clfpoly3,STATEN ISLAND
41,6,3.79,2020,1676.0,clfpoly3,STATEN ISLAND
42,7,3.73,2020,1789.0,clfpoly3,STATEN ISLAND
43,8,3.67,2020,1872.0,clfpoly3,STATEN ISLAND
44,9,3.62,2020,1918.0,clfpoly3,STATEN ISLAND
45,10,3.56,2020,1914.0,clfpoly3,STATEN ISLAND
46,11,3.5,2020,1852.0,clfpoly3,STATEN ISLAND
47,12,3.44,2020,1723.0,clfpoly3,STATEN ISLAND
48,1,3.8,2021,745.0,clfpoly3,STATEN ISLAND
49,2,3.75,2021,893.0,clfpoly3,STATEN ISLAND
50,3,3.69,2021,1062.0,clfpoly3,STATEN ISLAND
51,4,3.63,2021,1235.0,clfpoly3,STATEN ISLAND
52,5,3.57,2021,1404.0,clfpoly3,STATEN ISLAND
53,6,3.51,2021,1560.0,clfpoly3,STATEN ISLAND
54,7,3.46,2021,1693.0,clfpoly3,STATEN ISLAND
55,8,3.4,2021,1796.0,clfpoly3,STATEN ISLAND
56,9,3.34,2021,1857.0,clfpoly3,STATEN ISLAND
57,10,3.28,2021,1869.0,clfpoly3,STATEN ISLAND
58,11,3.23,2021,1827.0,clfpoly3,STATEN ISLAND
59,12,3.17,2021,1712.0,clfpoly3,STATEN ISLAND
60,1,3.53,2022,516.0,clfpoly3,STATEN ISLAND
61,2,3.47,2022,694.0,clfpoly3,STATEN ISLAND
62,3,3.41,2022,885.0,clfpoly3,STATEN ISLAND
63,4,3.36,2022,1076.0,clfpoly3,STATEN ISLAND
64,5,3.3,2022,1267.0,clfpoly3,STATEN ISLAND
65,6,3.24,2022,1442.0,clfpoly3,STATEN ISLAND
66,7,3.18,2022,1593.0,clfpoly3,STATEN ISLAND
67,8,3.12,2022,1712.0,clfpoly3,STATEN ISLAND
68,9,3.07,2022,1792.0,clfpoly3,STATEN ISLAND
69,10,3.01,2022,1818.0,clfpoly3,STATEN ISLAND
70,11,2.95,2022,1784.0,clfpoly3,STATEN ISLAND
71,12,2.89,2022,1680.0,clfpoly3,STATEN ISLAND
0,1,5.1,2017,1811.0,dtc,STATEN ISLAND
1,2,5.1,2017,1518.0,dtc,STATEN ISLAND
2,3,4.5,2017,1907.0,dtc,STATEN ISLAND
3,4,4.3,2017,1934.0,dtc,STATEN ISLAND
4,5,4.4,2017,2099.0,dtc,STATEN ISLAND
5,6,4.7,2017,2113.0,dtc,STATEN ISLAND
6,7,5.4,2017,1971.0,dtc,STATEN ISLAND
7,8,5.4,2017,2066.0,dtc,STATEN ISLAND
8,9,4.6,2017,2023.0,dtc,STATEN ISLAND
9,10,4.4,2017,1925.0,dtc,STATEN ISLAND
10,11,4.1,2017,1775.0,dtc,STATEN ISLAND
11,12,4.0,2017,1569.0,dtc,STATEN ISLAND
12,1,4.6,2018,1531.0,dtc,STATEN ISLAND
13,2,4.6,2018,1364.0,dtc,STATEN ISLAND
14,3,4.3,2018,1910.0,dtc,STATEN ISLAND
15,4,3.9,2018,1773.0,dtc,STATEN ISLAND
16,5,3.6,2018,2010.0,dtc,STATEN ISLAND
17,6,4.2,2018,1935.0,dtc,STATEN ISLAND
18,7,4.6,2018,2008.0,dtc,STATEN ISLAND
19,8,4.5,2018,1998.0,dtc,STATEN ISLAND
20,9,3.9,2018,1884.0,dtc,STATEN ISLAND
21,10,3.9,2018,1950.0,dtc,STATEN ISLAND
22,11,3.7,2018,1674.0,dtc,STATEN ISLAND
23,12,3.9,2018,1677.0,dtc,STATEN ISLAND
24,1,4.8,2019,1531.0,dtc,STATEN ISLAND
25,2,4.5,2019,1364.0,dtc,STATEN ISLAND
26,3,4.1,2019,1910.0,dtc,STATEN ISLAND
27,4,3.6,2019,1773.0,dtc,STATEN ISLAND
28,5,4.1,2019,1935.0,dtc,STATEN ISLAND
29,6,4.1,2019,1935.0,dtc,STATEN ISLAND
30,7,4.6,2019,2008.0,dtc,STATEN ISLAND
31,8,4.4,2019,1998.0,dtc,STATEN ISLAND
32,9,3.89,2019,1884.0,dtc,STATEN ISLAND
33,10,3.83,2019,1950.0,dtc,STATEN ISLAND
34,11,3.77,2019,1674.0,dtc,STATEN ISLAND
35,12,3.72,2019,1677.0,dtc,STATEN ISLAND
36,1,4.08,2020,1910.0,dtc,STATEN ISLAND
37,2,4.02,2020,1773.0,dtc,STATEN ISLAND
38,3,3.96,2020,1773.0,dtc,STATEN ISLAND
39,4,3.9,2020,1773.0,dtc,STATEN ISLAND
40,5,3.85,2020,1884.0,dtc,STATEN ISLAND
41,6,3.79,2020,1884.0,dtc,STATEN ISLAND
42,7,3.73,2020,2010.0,dtc,STATEN ISLAND
43,8,3.67,2020,2010.0,dtc,STATEN ISLAND
44,9,3.62,2020,2010.0,dtc,STATEN ISLAND
45,10,3.56,2020,1950.0,dtc,STATEN ISLAND
46,11,3.5,2020,1674.0,dtc,STATEN ISLAND
47,12,3.44,2020,1677.0,dtc,STATEN ISLAND
48,1,3.8,2021,1773.0,dtc,STATEN ISLAND
49,2,3.75,2021,1773.0,dtc,STATEN ISLAND
50,3,3.69,2021,1773.0,dtc,STATEN ISLAND
51,4,3.63,2021,1773.0,dtc,STATEN ISLAND
52,5,3.57,2021,2010.0,dtc,STATEN ISLAND
53,6,3.51,2021,2010.0,dtc,STATEN ISLAND
54,7,3.46,2021,2010.0,dtc,STATEN ISLAND
55,8,3.4,2021,2010.0,dtc,STATEN ISLAND
56,9,3.34,2021,2010.0,dtc,STATEN ISLAND
57,10,3.28,2021,1950.0,dtc,STATEN ISLAND
58,11,3.23,2021,1674.0,dtc,STATEN ISLAND
59,12,3.17,2021,1677.0,dtc,STATEN ISLAND
60,1,3.53,2022,1773.0,dtc,STATEN ISLAND
61,2,3.47,2022,1773.0,dtc,STATEN ISLAND
62,3,3.41,2022,1773.0,dtc,STATEN ISLAND
63,4,3.36,2022,1773.0,dtc,STATEN ISLAND
64,5,3.3,2022,2010.0,dtc,STATEN ISLAND
65,6,3.24,2022,2010.0,dtc,STATEN ISLAND
66,7,3.18,2022,2010.0,dtc,STATEN ISLAND
67,8,3.12,2022,2010.0,dtc,STATEN ISLAND
68,9,3.07,2022,2010.0,dtc,STATEN ISLAND
69,10,3.01,2022,1950.0,dtc,STATEN ISLAND
70,11,2.95,2022,1674.0,dtc,STATEN ISLAND
71,12,2.89,2022,1677.0,dtc,STATEN ISLAND
0,1,5.1,2017,1811.0,knn,STATEN ISLAND
1,2,5.1,2017,1518.0,knn,STATEN ISLAND
2,3,4.5,2017,1907.0,knn,STATEN ISLAND
3,4,4.3,2017,1934.0,knn,STATEN ISLAND
4,5,4.4,2017,2099.0,knn,STATEN ISLAND
5,6,4.7,2017,2113.0,knn,STATEN ISLAND
6,7,5.4,2017,1971.0,knn,STATEN ISLAND
7,8,5.4,2017,2066.0,knn,STATEN ISLAND
8,9,4.6,2017,2023.0,knn,STATEN ISLAND
9,10,4.4,2017,1925.0,knn,STATEN ISLAND
10,11,4.1,2017,1775.0,knn,STATEN ISLAND
11,12,4.0,2017,1569.0,knn,STATEN ISLAND
12,1,4.6,2018,1531.0,knn,STATEN ISLAND
13,2,4.6,2018,1364.0,knn,STATEN ISLAND
14,3,4.3,2018,1910.0,knn,STATEN ISLAND
15,4,3.9,2018,1773.0,knn,STATEN ISLAND
16,5,3.6,2018,2010.0,knn,STATEN ISLAND
17,6,4.2,2018,1935.0,knn,STATEN ISLAND
18,7,4.6,2018,2008.0,knn,STATEN ISLAND
19,8,4.5,2018,1998.0,knn,STATEN ISLAND
20,9,3.9,2018,1884.0,knn,STATEN ISLAND
21,10,3.9,2018,1950.0,knn,STATEN ISLAND
22,11,3.7,2018,1674.0,knn,STATEN ISLAND
23,12,3.9,2018,1677.0,knn,STATEN ISLAND
24,1,4.8,2019,1786.0,knn,STATEN ISLAND
25,2,4.5,2019,1786.0,knn,STATEN ISLAND
26,3,4.1,2019,1786.0,knn,STATEN ISLAND
27,4,3.6,2019,1856.0,knn,STATEN ISLAND
28,5,4.1,2019,1966.0,knn,STATEN ISLAND
29,6,4.1,2019,1991.0,knn,STATEN ISLAND
30,7,4.6,2019,2011.0,knn,STATEN ISLAND
31,8,4.4,2019,1987.0,knn,STATEN ISLAND
32,9,3.89,2019,1898.0,knn,STATEN ISLAND
33,10,3.83,2019,1854.0,knn,STATEN ISLAND
34,11,3.77,2019,1854.0,knn,STATEN ISLAND
35,12,3.72,2019,1854.0,knn,STATEN ISLAND
36,1,4.08,2020,1786.0,knn,STATEN ISLAND
37,2,4.02,2020,1786.0,knn,STATEN ISLAND
38,3,3.96,2020,1798.0,knn,STATEN ISLAND
39,4,3.9,2020,1847.0,knn,STATEN ISLAND
40,5,3.85,2020,1969.0,knn,STATEN ISLAND
41,6,3.79,2020,1972.0,knn,STATEN ISLAND
42,7,3.73,2020,1971.0,knn,STATEN ISLAND
43,8,3.67,2020,1952.0,knn,STATEN ISLAND
44,9,3.62,2020,1898.0,knn,STATEN ISLAND
45,10,3.56,2020,1848.0,knn,STATEN ISLAND
46,11,3.5,2020,1848.0,knn,STATEN ISLAND
47,12,3.44,2020,1854.0,knn,STATEN ISLAND
48,1,3.8,2021,1786.0,knn,STATEN ISLAND
49,2,3.75,2021,1769.0,knn,STATEN ISLAND
50,3,3.69,2021,1798.0,knn,STATEN ISLAND
51,4,3.63,2021,1847.0,knn,STATEN ISLAND
52,5,3.57,2021,1914.0,knn,STATEN ISLAND
53,6,3.51,2021,1970.0,knn,STATEN ISLAND
54,7,3.46,2021,1971.0,knn,STATEN ISLAND
55,8,3.4,2021,1952.0,knn,STATEN ISLAND
56,9,3.34,2021,1885.0,knn,STATEN ISLAND
57,10,3.28,2021,1848.0,knn,STATEN ISLAND
58,11,3.23,2021,1848.0,knn,STATEN ISLAND
59,12,3.17,2021,1848.0,knn,STATEN ISLAND
60,1,3.53,2022,1769.0,knn,STATEN ISLAND
61,2,3.47,2022,1769.0,knn,STATEN ISLAND
62,3,3.41,2022,1798.0,knn,STATEN ISLAND
63,4,3.36,2022,1847.0,knn,STATEN ISLAND
64,5,3.3,2022,1914.0,knn,STATEN ISLAND
65,6,3.24,2022,1966.0,knn,STATEN ISLAND
66,7,3.18,2022,1974.0,knn,STATEN ISLAND
67,8,3.12,2022,1947.0,knn,STATEN ISLAND
68,9,3.07,2022,1885.0,knn,STATEN ISLAND
69,10,3.01,2022,1848.0,knn,STATEN ISLAND
70,11,2.95,2022,1848.0,knn,STATEN ISLAND
71,12,2.89,2022,1848.0,knn,STATEN ISLAND
0,1,5.1,2017,1811.0,lr,STATEN ISLAND
1,2,5.1,2017,1518.0,lr,STATEN ISLAND
2,3,4.5,2017,1907.0,lr,STATEN ISLAND
3,4,4.3,2017,1934.0,lr,STATEN ISLAND
4,5,4.4,2017,2099.0,lr,STATEN ISLAND
5,6,4.7,2017,2113.0,lr,STATEN ISLAND
6,7,5.4,2017,1971.0,lr,STATEN ISLAND
7,8,5.4,2017,2066.0,lr,STATEN ISLAND
8,9,4.6,2017,2023.0,lr,STATEN ISLAND
9,10,4.4,2017,1925.0,lr,STATEN ISLAND
10,11,4.1,2017,1775.0,lr,STATEN ISLAND
11,12,4.0,2017,1569.0,lr,STATEN ISLAND
12,1,4.6,2018,1531.0,lr,STATEN ISLAND
13,2,4.6,2018,1364.0,lr,STATEN ISLAND
14,3,4.3,2018,1910.0,lr,STATEN ISLAND
15,4,3.9,2018,1773.0,lr,STATEN ISLAND
16,5,3.6,2018,2010.0,lr,STATEN ISLAND
17,6,4.2,2018,1935.0,lr,STATEN ISLAND
18,7,4.6,2018,2008.0,lr,STATEN ISLAND
19,8,4.5,2018,1998.0,lr,STATEN ISLAND
20,9,3.9,2018,1884.0,lr,STATEN ISLAND
21,10,3.9,2018,1950.0,lr,STATEN ISLAND
22,11,3.7,2018,1674.0,lr,STATEN ISLAND
23,12,3.9,2018,1677.0,lr,STATEN ISLAND
24,1,4.8,2019,1531.0,lr,STATEN ISLAND
25,2,4.5,2019,1531.0,lr,STATEN ISLAND
26,3,4.1,2019,1773.0,lr,STATEN ISLAND
27,4,3.6,2019,2010.0,lr,STATEN ISLAND
28,5,4.1,2019,2010.0,lr,STATEN ISLAND
29,6,4.1,2019,2010.0,lr,STATEN ISLAND
30,7,4.6,2019,1971.0,lr,STATEN ISLAND
31,8,4.4,2019,1998.0,lr,STATEN ISLAND
32,9,3.89,2019,1884.0,lr,STATEN ISLAND
33,10,3.83,2019,1674.0,lr,STATEN ISLAND
34,11,3.77,2019,1677.0,lr,STATEN ISLAND
35,12,3.72,2019,1677.0,lr,STATEN ISLAND
36,1,4.08,2020,1531.0,lr,STATEN ISLAND
37,2,4.02,2020,1531.0,lr,STATEN ISLAND
38,3,3.96,2020,1773.0,lr,STATEN ISLAND
39,4,3.9,2020,2010.0,lr,STATEN ISLAND
40,5,3.85,2020,2010.0,lr,STATEN ISLAND
41,6,3.79,2020,2010.0,lr,STATEN ISLAND
42,7,3.73,2020,2010.0,lr,STATEN ISLAND
43,8,3.67,2020,1884.0,lr,STATEN ISLAND
44,9,3.62,2020,1884.0,lr,STATEN ISLAND
45,10,3.56,2020,1674.0,lr,STATEN ISLAND
46,11,3.5,2020,1674.0,lr,STATEN ISLAND
47,12,3.44,2020,1677.0,lr,STATEN ISLAND
48,1,3.8,2021,1531.0,lr,STATEN ISLAND
49,2,3.75,2021,1531.0,lr,STATEN ISLAND
50,3,3.69,2021,1773.0,lr,STATEN ISLAND
51,4,3.63,2021,2010.0,lr,STATEN ISLAND
52,5,3.57,2021,2010.0,lr,STATEN ISLAND
53,6,3.51,2021,2010.0,lr,STATEN ISLAND
54,7,3.46,2021,2010.0,lr,STATEN ISLAND
55,8,3.4,2021,2010.0,lr,STATEN ISLAND
56,9,3.34,2021,1884.0,lr,STATEN ISLAND
57,10,3.28,2021,1674.0,lr,STATEN ISLAND
58,11,3.23,2021,1674.0,lr,STATEN ISLAND
59,12,3.17,2021,1677.0,lr,STATEN ISLAND
60,1,3.53,2022,1531.0,lr,STATEN ISLAND
61,2,3.47,2022,1531.0,lr,STATEN ISLAND
62,3,3.41,2022,2010.0,lr,STATEN ISLAND
63,4,3.36,2022,2010.0,lr,STATEN ISLAND
64,5,3.3,2022,2010.0,lr,STATEN ISLAND
65,6,3.24,2022,2010.0,lr,STATEN ISLAND
66,7,3.18,2022,2010.0,lr,STATEN ISLAND
67,8,3.12,2022,2010.0,lr,STATEN ISLAND
68,9,3.07,2022,1884.0,lr,STATEN ISLAND
69,10,3.01,2022,1674.0,lr,STATEN ISLAND
70,11,2.95,2022,1674.0,lr,STATEN ISLAND
71,12,2.89,2022,1677.0,lr,STATEN ISLAND
0,1,6.9,2017,8463.0,clfpoly2,BRONX
1,2,6.8,2017,7295.0,clfpoly2,BRONX
2,3,6.2,2017,8801.0,clfpoly2,BRONX
3,4,5.8,2017,8578.0,clfpoly2,BRONX
4,5,5.9,2017,9373.0,clfpoly2,BRONX
5,6,6.2,2017,9260.0,clfpoly2,BRONX
6,7,6.9,2017,9686.0,clfpoly2,BRONX
7,8,7.0,2017,9845.0,clfpoly2,BRONX
8,9,6.2,2017,9410.0,clfpoly2,BRONX
9,10,6.0,2017,9638.0,clfpoly2,BRONX
10,11,5.8,2017,8389.0,clfpoly2,BRONX
11,12,5.7,2017,7279.0,clfpoly2,BRONX
12,1,6.4,2018,7265.0,clfpoly2,BRONX
13,2,6.4,2018,6754.0,clfpoly2,BRONX
14,3,6.0,2018,8177.0,clfpoly2,BRONX
15,4,5.3,2018,8481.0,clfpoly2,BRONX
16,5,5.0,2018,9314.0,clfpoly2,BRONX
17,6,5.7,2018,8880.0,clfpoly2,BRONX
18,7,6.1,2018,9689.0,clfpoly2,BRONX
19,8,6.0,2018,10009.0,clfpoly2,BRONX
20,9,5.2,2018,9378.0,clfpoly2,BRONX
21,10,5.3,2018,9092.0,clfpoly2,BRONX
22,11,5.1,2018,8207.0,clfpoly2,BRONX
