,Month,Unemp_rate,year,rate,model,borough
0,1,4.5,2017,8955.0,clfpoly3,MANHATTAN
1,2,4.4,2017,8088.0,clfpoly3,MANHATTAN
2,3,4.0,2017,9341.0,clfpoly3,MANHATTAN
3,4,3.8,2017,9019.0,clfpoly3,MANHATTAN
4,5,3.9,2017,10391.0,clfpoly3,MANHATTAN
5,6,4.1,2017,10058.0,clfpoly3,MANHATTAN
6,7,4.4,2017,10277.0,clfpoly3,MANHATTAN
7,8,4.5,2017,10235.0,clfpoly3,MANHATTAN
8,9,4.1,2017,9876.0,clfpoly3,MANHATTAN
9,10,3.9,2017,10018.0,clfpoly3,MANHATTAN
10,11,3.7,2017,8827.0,clfpoly3,MANHATTAN
11,12,3.6,2017,8011.0,clfpoly3,MANHATTAN
12,1,4.1,2018,8181.0,clfpoly3,MANHATTAN
13,2,4.1,2018,7527.0,clfpoly3,MANHATTAN
14,3,3.9,2018,8888.0,clfpoly3,MANHATTAN
15,4,3.5,2018,9417.0,clfpoly3,MANHATTAN
16,5,3.3,2018,9950.0,clfpoly3,MANHATTAN
17,6,3.8,2018,9583.0,clfpoly3,MANHATTAN
18,7,3.8,2018,10308.0,clfpoly3,MANHATTAN
19,8,3.8,2018,10251.0,clfpoly3,MANHATTAN
20,9,3.4,2018,9597.0,clfpoly3,MANHATTAN
21,10,3.5,2018,9619.0,clfpoly3,MANHATTAN
22,11,3.3,2018,8755.0,clfpoly3,MANHATTAN
23,12,3.6,2018,8504.0,clfpoly3,MANHATTAN
24,1,4.4,2019,6606.0,clfpoly3,MANHATTAN
25,2,4.1,2019,7243.0,clfpoly3,MANHATTAN
26,3,3.7,2019,8213.0,clfpoly3,MANHATTAN
27,4,3.3,2019,9185.0,clfpoly3,MANHATTAN
28,5,3.8,2019,8986.0,clfpoly3,MANHATTAN
29,6,3.8,2019,9467.0,clfpoly3,MANHATTAN
30,7,3.9,2019,9881.0,clfpoly3,MANHATTAN
31,8,3.8,2019,10207.0,clfpoly3,MANHATTAN
32,9,3.4,2019,10033.0,clfpoly3,MANHATTAN
33,10,3.5,2019,9963.0,clfpoly3,MANHATTAN
34,11,3.3,2019,9116.0,clfpoly3,MANHATTAN
35,12,3.6,2019,9005.0,clfpoly3,MANHATTAN
36,1,4.4,2020,5605.0,clfpoly3,MANHATTAN
37,2,4.1,2020,6394.0,clfpoly3,MANHATTAN
38,3,3.7,2020,7522.0,clfpoly3,MANHATTAN
39,4,3.3,2020,8651.0,clfpoly3,MANHATTAN
40,5,3.8,2020,8566.0,clfpoly3,MANHATTAN
41,6,3.8,2020,9186.0,clfpoly3,MANHATTAN
42,7,3.9,2020,9735.0,clfpoly3,MANHATTAN
43,8,3.8,2020,10205.0,clfpoly3,MANHATTAN
44,9,3.4,2020,10186.0,clfpoly3,MANHATTAN
45,10,3.5,2020,10250.0,clfpoly3,MANHATTAN
46,11,3.3,2020,9550.0,clfpoly3,MANHATTAN
47,12,3.6,2020,9567.0,clfpoly3,MANHATTAN
48,1,4.4,2021,4602.0,clfpoly3,MANHATTAN
49,2,4.1,2021,5545.0,clfpoly3,MANHATTAN
50,3,3.7,2021,6830.0,clfpoly3,MANHATTAN
51,4,3.3,2021,8116.0,clfpoly3,MANHATTAN
52,5,3.8,2021,8147.0,clfpoly3,MANHATTAN
53,6,3.8,2021,8906.0,clfpoly3,MANHATTAN
54,7,3.9,2021,9589.0,clfpoly3,MANHATTAN
55,8,3.8,2021,10202.0,clfpoly3,MANHATTAN
56,9,3.4,2021,10338.0,clfpoly3,MANHATTAN
57,10,3.5,2021,10538.0,clfpoly3,MANHATTAN
58,11,3.3,2021,9985.0,clfpoly3,MANHATTAN
59,12,3.6,2021,10129.0,clfpoly3,MANHATTAN
60,1,4.4,2022,3598.0,clfpoly3,MANHATTAN
61,2,4.1,2022,4694.0,clfpoly3,MANHATTAN
62,3,3.7,2022,6138.0,clfpoly3,MANHATTAN
63,4,3.3,2022,7581.0,clfpoly3,MANHATTAN
64,5,3.8,2022,7727.0,clfpoly3,MANHATTAN
65,6,3.8,2022,8625.0,clfpoly3,MANHATTAN
66,7,3.9,2022,9442.0,clfpoly3,MANHATTAN
67,8,3.8,2022,10199.0,clfpoly3,MANHATTAN
68,9,3.4,2022,10492.0,clfpoly3,MANHATTAN
69,10,3.5,2022,10826.0,clfpoly3,MANHATTAN
70,11,3.3,2022,10420.0,clfpoly3,MANHATTAN
71,12,3.6,2022,10692.0,clfpoly3,MANHATTAN
